,Объект_1,ИНН_1,Связь,Объект_2,ИНН_2
48,РОСИМУЩЕСТВО,7710723134,Высокая,"ФГУП ""НИИФООЛИОС ВНЦ ""ГОИ ИМ. С.И. ВАВИЛОВА""",7801031476
49,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""КУБАНЬАГРО-2010""",2340131928
50,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""ЕДИНЫЙ МИГРАЦИОННЫЙ ЦЕНТР""",7842421041
51,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""ИМПУЛЬС""",2340014501
52,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""БЕЛЫЙ""",9718075552
53,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""АВАНТАЖ""",2334021317
54,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ТД ЗАО ""ПЗ ""ВОЛЯ""",2334018603
55,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""ВЭЛАН""",6166081929
56,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""АГРОКОМПЛЕКС ЛАБИНСКИЙ""",2314017030
57,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""НОВЫЕ ТЕХНОЛОГИИ""",6163086140
58,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""ОКТЯБРЬСКОЕ""",7718285073
59,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО""ЛАЗУРИТ""",2342019142
60,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО НПП ""СИЛИКА""",2505014432
61,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""БУШКОВСКОЕ""",7709477452
62,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""АГРОХОЛДИНГ""",2334021412
63,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""СТК ""ФИНТЕХЛАЙН""",7728235265
64,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""АБАЗАРОВСКОЕ""",9701020989
65,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""ИНВЕСТСОВТЕХ""",7710566869
66,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""РЕНТА ПЛЮС""",6168022630
67,РОСИМУЩЕСТВО,7710723134,Высокая,"АО ""РОССПИРТПРОМ""",7730605160
68,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО "" АК ПОКРОВСКИЙ """,2362000333
69,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""ПРОММАШ""",2310183527
70,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""КУРГАНИНСКАГРО""",2339018075
71,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""БОРЕЙ""",2340011518
72,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""КАМЕНСКИЙ""",7708325496
73,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""ГЛЕДЕН ИНВЕСТ""",7704684952
74,РОСИМУЩЕСТВО,7710723134,Высокая,"ФГУП ИЗДАТЕЛЬСТВО ""ТРАНСПОРТ""",7701021121
75,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""ВЗТМ""",3435084932
76,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""СЕВЕРО-ШАПКИНСКИЙ""",7707391746
77,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""КР КУЗНЕЦКИЙ МОСТ""",7707664859
78,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""УНИВЕРСАЛ""",2338008733
79,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""АНДОРЭЙ-ИНВЕСТ""",7704563965
80,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""МЕРИДИАН""",7802451547
81,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""КОР МЕНЕДЖМЕНТ""",7704418069
82,РОСИМУЩЕСТВО,7710723134,Высокая,"АО ""КМКР""",2626003072
83,РОСИМУЩЕСТВО,7710723134,Высокая,"ФГУП ""ВНИИХСЗР""",7723013389
84,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""ВАТИ-АВТО""",3435133516
85,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""ЮЖНО-УХТИНСКИЙ""",9718075136
86,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""УДАЧНЫЙ""",7730238866
87,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""МУЛТАНОВСКИЙ""",7728378545
88,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""КИРЕНСКИЙ""",7728379041
89,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""АФ ""УРОЖАЙНАЯ""",2361009220
90,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""СТАРОЩЕРБИНОВСКИЙ ЭЛЕВАТОР""",2358007495
91,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""КОЛБАСЫ КУБАНИ""",6168017679
92,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ТД ""СИГМА""",2334026192
93,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""ЮЖНО-МОИМСКОЕ""",7726361426
94,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""КОМПАНИЯ ПОЛЯРНОЕ СИЯНИЕ""",8300120014
95,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""АГЕНТСТВО НЕДВИЖИМОСТИ ""ПОКРОВСКОЕ""",6163084777
96,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""СЗ ""МАЛАЯ ГРУЗИНСКАЯ, 3.6""",7707802964
97,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""ИСЕТ ХОСПИТАЛИТИ""",7720395250
98,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""ГХК БОР""",2505014954
99,РОСИМУЩЕСТВО,7710723134,Высокая,"АО ""ПЗЦМ"", АО ""ПРИОКСКИЙ ЗАВОД ЦВЕТНЫХ МЕТАЛЛОВ""",6226006397
100,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""ВЕКТОР СЕЛИГЕР""",6913016308
101,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО "" МЯСОПТИЦЕКОМБИНАТ "" КАНЕВСКОЙ """,2334018875
102,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""ИЗДАТЕЛЬСТВО НТИ ""СУДОСТРОЕНИЕ""",7840061259
103,РОСИМУЩЕСТВО,7710723134,Высокая,"ФГУП ""НАЦРЫБРЕСУРС""",7702252795
104,РОСИМУЩЕСТВО,7710723134,Высокая,"ДП ООО ""ТОРГОВЫЙ ДОМ"" ЗАО МЯСОПТИЦЕКОМБИНАТА ""КАНЕВСКОЙ""",2334016885
105,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""РЕНТА""",6168912992
106,РОСИМУЩЕСТВО,7710723134,Высокая,"ПАО ""ПРОМСВЯЗЬБАНК""",7744000912
107,РОСИМУЩЕСТВО,7710723134,Высокая,"АО ""ДОМ.РФ""",7729355614
108,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""Ш.А.Р.""",2334012841
109,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""БИЛ""",6161042500
110,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""КОНЦЕРН ""ПОКРОВСКИЙ""",6163072316
111,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""АНТАРЕС""",2312122992
112,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""ПЕРВЕНСТВОТОРГ """,7710692327
113,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""РАЗВИТИЕ САНКТ-ПЕТЕРБУРГА""",7801460683
114,РОСИМУЩЕСТВО,7710723134,Высокая,ООО КАНЕВСКОЙ ТОРГОВЫЙ ДОМ,2334022832
115,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""ЦХЛС-ВНИХФИ""",7704755586
116,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""АГРОКОНЦЕРН ПОКРОВСКИЙ""",2334023755
117,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""ТСЗ""",2334024068
118,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""АГРО ХОЛДИНГ КАНЕВСКОЙ""",2369001167
119,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""СЗ ""ЛЕНИНГРАДСКИЙ ПРОСПЕКТ, 37""",7704868050
120,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""КЛИНЦОВСКИЙ3""",9705106877
121,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""ТУНАКСКИЙ""",9718076010
122,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""МАТЮШКИНСКИЙ УЧАСТОК""",7708326429
123,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""ЗАПАДНО-ТУРЫШЕВСКИЙ""",7714415067
124,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""ДЖЪЕР-ТЭБУКСКИЙ""",7713446182
125,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""НГДУ ВОСТОЧНАЯ СИБИРЬ""",7722411958
126,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""НОВО-ТРУДОВОЙ""",7707394458
127,РОСИМУЩЕСТВО,7710723134,Высокая,"АО ""ГИПРОГОР""",7736564746
128,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""КОМПАНИЯ ""ГАЗ И НЕФТЬ""",7705514128
129,РОСИМУЩЕСТВО,7710723134,Высокая,"НИЦ ""КУРЧАТОВСКИЙ ИНСТИТУТ"" - ВИАМ",7701024933
130,РОСИМУЩЕСТВО,7710723134,Высокая,"ФГУП ""РОСМОРПОРТ""",7702352454
131,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""СОВИНТРАНС""",7703365382
132,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""АГРОФИРМА НОВО-ПОКРОВСКАЯ""",6163068912
133,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""МАТЮШКИНСКАЯ ВЕРТИКАЛЬ""",7022013359
134,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""КОНТИНЕНТ""",7706610360
135,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""ХОРТИЦА""",7801413595
136,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""УПРАВЛЯЮЩАЯ КОМПАНИЯ ""ПОКРОВСКИЙ""",6163085146
137,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""БИЗНЕС-ЦЕНТР ""САЛЮТ""",7707629251
138,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ТД ""СТАРАЯ ДЕРЕВНЯ""",2334022423
139,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""ФОРМУЛА""",2347015085
140,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""УК ""ВОЛЯ""",2334025181
141,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""РЫБАЛОВСКОЕ""",7723418868
142,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""ЮЖНО-ИРАЕЛЬСКИЙ""",9709009560
143,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""ЗАПАДНО-ЛАВОЯЖСКИЙ""",9729136422
144,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""НГДУ ПРИВОЛЖСКИЙ""",7722412895
145,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""КОЛОДКА-КОМПОЗИТ""",6683014092
146,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""БУЗУЛУКСКИЙ""",7708335776
147,РОСИМУЩЕСТВО,7710723134,Высокая,"АО ""НЦ ВОСТНИИ""",4205143102
148,РОСИМУЩЕСТВО,7710723134,Высокая,ГП КС,7725027605
149,РОСИМУЩЕСТВО,7710723134,Высокая,"ФГУП ""ПАНСИОНАТ ИСКРА""",5038029142
150,РОСИМУЩЕСТВО,7710723134,Высокая,"ДП ""ООО ТД ""ПОБЕДА""",2334018561
151,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""МОСГОРМАШ""",7709679642
152,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""АГРОФИРМА ""ПРИАЗОВЬЕ""",2334020440
153,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""АГРОКОМПЛЕКС ""КАНЕВСКОЙ БЕКОН""",2334022649
154,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ТД ""ВОЛЬНАЯ СТАНИЦА""",2334023321
155,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""ПРИАЗОВЬЕ""",2334023868
156,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""БЕСТ""",6141042212
157,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО АФ ""РАССВЕТ""",2314025835
158,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""ДРИМНЕФТЬ""",7701996625
159,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""МАРКОР""",2336024391
160,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""ЛИГА ПАРК""",6163141714
161,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""ЮГАНСКИЙ 18""",7722349749
162,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""СЕВЕРО-АЙКУРУССКИЙ""",7725301417
163,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""САМАРА-САКМАРСКИЙ""",9729132932
164,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""ЮЖНОВЛАДИГОРСКИЙ""",7708325626
165,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""ИЧИКТА""",7708326066
166,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""ЛУГОВОЕ""",7728379027
167,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""МАЙОРСКОЕ""",9718076757
168,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""УЧАСТОК №1""",7713446190
169,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""СОКОЛОВСКОЕ""",9701092239
170,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""ФОРУМ""",7714418491
171,РОСИМУЩЕСТВО,7710723134,Высокая,"АО ""ИНСТИТУТ ""ЭНЕРГОСЕТЬПРОЕКТ""",7719167509
172,РОСИМУЩЕСТВО,7710723134,Высокая,ФГУП ГОСНИИ ГА,7712039709
173,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""ФИНПРОМ""",6165093262
174,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""БИЗНЕС ФИНАНС""",7727508400
175,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""ЕВРОСТРОЙКОМПЛЕКС""",7704530247
176,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""КАНЕВСКОЙ ЭЛЕВАТОР""",2353019916
177,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""ПРОМГАЗЭНЕРГО""",7733652666
178,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО""ЛИМАНСКОЕ""",2361007350
179,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""АГРОФИРМА ""НОВОЩЕРБИНОВСКАЯ""",2361007343
180,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""АГРОФИРМА ""ДОЛЖАНСКАЯ""",2361007375
181,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ТД ""КОНЦЕРН ""ПОКРОВСКИЙ""",2334023970
182,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""АЙТЭМС""",6141042163
183,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""АПП ""РОДИНА""",2314025592
184,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""МТ""",6163125423
185,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""АГРО-ЭКСПЕРТ""",6163129234
186,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""СКВАЖИНЫ СУРГУТА""",8602204165
187,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""УК ""ПОБЕДА""",2334025199
188,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""СЕВЕРО-МОЛОДЁЖНОЕ""",7718285161
189,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""АЙ-КУРУССКИЙ""",7743134286
190,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""КАЗАРКИНСКИЙ ВОСТОЧНЫЙ""",7708325640
191,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""ИЧЕРСКИЙ ЮЖНЫЙ""",9718075489
192,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""УСБК""",7713446672
193,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""СИТИ-БОКС МАГИСТРАЛЬНЫЙ""",7714451805
194,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""СТАРОТЕПЛОВСКИЙ""",7713470442
195,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""ПРИЛЕНСКИЙ""",9723118018
196,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""МОКТАКОНСКИЙ""",9723118628
197,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""ТЕРИБЕРКА ПРОЕКТ""",5105014240
198,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""БОЛЬШЕЮГАНСКИЙ""",9723124220
199,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""ГАРМОНИЯ ХОЛДИНГ""",5047255733
200,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""ТЕМАК-ИНЖИНИРИНГ""",7606125240
201,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""ФУДМАРКЕТ""",9704102238
202,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""ЛЬВА ТОЛСТОГО, Д. 14""",9704102220
203,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""ТРЕЙД МАРК КОМПАНИ""",9704135233
204,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""ВОЗДВИЖЕНСКОЕ""",9704136526
205,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""ЧЕГЕТ""",9704138474
206,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""СВОЕ ЗЕРНО""",2363002189
207,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""ПРОЕКТ БЕЛОКУРИХА ГОРНАЯ""",2203004861
208,РОСИМУЩЕСТВО,7710723134,Высокая,"ООО ""ТЕЛЕЦКОЕ""",400020795
209,РОСИМУЩЕСТВО,7710723134,Высокая,"АГЕНТСТВО СТРАТЕГИЧЕСКИХ ИНИЦИАТИВ (АСИ), АГЕНТСТВО СТРАТЕГИЧЕСКИХ ИНИЦИАТИВ, АСИ",7704278735
210,"ООО ""АГРОКОМПЛЕКС ЛАБИНСКИЙ""",2314017030,Высокая,"ООО ""ТЕХСЕРВИС""",2338012377
211,"ООО ""АГРОКОМПЛЕКС ЛАБИНСКИЙ""",2314017030,Высокая,"ООО ""АГРОКОМПЛЕКС ""КАМЫШЕВАТСКИЙ""",2361010508
212,"ООО ""АГРОКОМПЛЕКС ЛАБИНСКИЙ""",2314017030,Высокая,"ООО ""ЛАБИНСКИЙ ЭЛЕВАТОР""",2314025200
213,"ООО ""АГРОКОМПЛЕКС ЛАБИНСКИЙ""",2314017030,Высокая,"ООО ""МЕДВЕДЬ-1""",6168047095
214,"ООО ""АГРОКОМПЛЕКС ЛАБИНСКИЙ""",2314017030,Высокая,"ООО ""ТД ""ВЭЛАН""",6164221031
215,"ООО ""АГРОКОМПЛЕКС ЛАБИНСКИЙ""",2314017030,Высокая,"ООО ""АЛЬФА""",2338009705
216,"ООО ""АГРОКОМПЛЕКС ЛАБИНСКИЙ""",2314017030,Высокая,"ООО ""АГРОКОМПЛЕКС ""ЕЙСКИЙ""",2361011438
217,"ООО ""АГРОКОМПЛЕКС ЛАБИНСКИЙ""",2314017030,Высокая,"ООО ""ЭДЕЛЬВЕЙС""",7710571080
218,"ООО ""АГРОКОМПЛЕКС ЛАБИНСКИЙ""",2314017030,Высокая,"ООО ""АФ ""МОСТОВСКАЯ""",2342019375
219,"ООО ""АГРОКОМПЛЕКС ЛАБИНСКИЙ""",2314017030,Высокая,"ООО АФ ""ОТРАДНЕНСКАЯ""",2372000830
220,"ООО ""АГРОКОМПЛЕКС ЛАБИНСКИЙ""",2314017030,Высокая,"ООО ""АГРОФИРМА ""БУРАКОВСКАЯ""",2335000084
221,"ООО ""АГРОКОМПЛЕКС ЛАБИНСКИЙ""",2314017030,Высокая,"ООО ""НЕБУГ""",6163074296
222,"ООО ""АГРОКОМПЛЕКС ЛАБИНСКИЙ""",2314017030,Высокая,"ООО ""КОМПАНЬОН""",2357007100
223,"ООО ""АГРОКОМПЛЕКС ЛАБИНСКИЙ""",2314017030,Высокая,"ООО ТД ""КАНЕВСКИЕ КОЛБАСЫ""",2334022416
224,"ООО ""АГРОКОМПЛЕКС ЛАБИНСКИЙ""",2314017030,Высокая,"ООО ""КУБАНЬАГРО-2010""",2340131928
225,"ООО ""АГРОКОМПЛЕКС ЛАБИНСКИЙ""",2314017030,Высокая,"ООО ""ИМПУЛЬС""",2340014501
226,"ООО ""АГРОКОМПЛЕКС ЛАБИНСКИЙ""",2314017030,Высокая,"ООО ""АВАНТАЖ""",2334021317
227,"ООО ""АГРОКОМПЛЕКС ЛАБИНСКИЙ""",2314017030,Высокая,"ООО ТД ЗАО ""ПЗ ""ВОЛЯ""",2334018603
228,"ООО ""АГРОКОМПЛЕКС ЛАБИНСКИЙ""",2314017030,Высокая,"ООО ""ВЭЛАН""",6166081929
229,"ООО ""АГРОКОМПЛЕКС ЛАБИНСКИЙ""",2314017030,Высокая,"ООО ""НОВЫЕ ТЕХНОЛОГИИ""",6163086140
230,"ООО ""АГРОКОМПЛЕКС ЛАБИНСКИЙ""",2314017030,Высокая,"ООО""ЛАЗУРИТ""",2342019142
231,"ООО ""АГРОКОМПЛЕКС ЛАБИНСКИЙ""",2314017030,Высокая,"ООО ""АГРОХОЛДИНГ""",2334021412
